Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
49-3011,Aircraft Mechanics and Service Technicians,3.12,3.5,3.88,2.88,4.0,4.88,3.38,2.75,2.88,3.5,2.75,1.62,2.12,2.62,2.88,3.62,2.12,3.75,2.12,4.25,2.75,1.62,3.75,4.12,4.88,2.38,2.75,2.88,3.25,3.25,3.25,1.88,3.0,4.5,3.0
49-3021,Automotive Body and Related Repairers,2.88,3.0,2.88,2.88,3.0,2.62,2.75,2.0,2.25,2.88,2.25,1.88,1.88,2.12,2.12,3.0,2.25,2.88,2.0,3.0,2.62,1.75,3.0,2.88,3.25,1.25,2.88,2.88,3.0,2.12,2.12,1.88,3.0,3.12,2.38
49-3022,Automotive Glass Installers and Repairers,2.62,2.88,2.75,2.75,2.88,2.12,3.0,3.12,2.38,2.75,2.38,1.38,1.75,2.0,2.0,2.88,2.38,2.75,1.75,2.75,2.38,1.12,2.75,2.5,2.38,1.5,2.88,2.88,3.0,2.12,2.0,1.62,2.88,2.25,2.38
49-3023,Automotive Service Technicians and Mechanics,2.75,3.25,3.12,2.88,3.5,3.38,3.0,2.75,2.5,3.25,2.62,1.88,1.75,2.25,2.25,3.25,2.25,3.25,1.38,3.5,2.62,1.62,3.12,2.88,3.75,1.5,2.88,3.0,3.12,3.0,3.0,1.75,3.0,3.62,2.75
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2.75,3.0,3.0,2.88,3.25,3.38,3.12,2.12,2.12,3.12,2.75,1.88,1.88,2.0,2.0,3.0,2.0,3.0,1.88,3.5,2.0,1.88,3.25,2.88,4.0,1.75,2.12,2.75,3.12,2.88,2.75,1.88,3.0,4.0,2.62
49-3041,Farm Equipment Mechanics and Service Technicians,3.0,3.12,3.38,2.75,3.5,4.25,3.25,2.62,2.25,3.12,2.75,1.88,2.12,2.25,2.62,3.12,2.0,3.75,1.62,3.38,2.38,1.62,3.38,3.0,4.25,2.0,2.5,2.75,3.12,3.0,2.88,1.88,3.0,4.0,2.88
49-3042,Mobile Heavy Equipment Mechanics — Except Engines,3.0,3.0,3.12,2.88,3.25,4.0,3.38,2.38,2.75,3.12,2.62,1.75,2.5,2.75,2.88,3.0,2.38,3.62,1.88,3.75,2.5,1.62,3.38,3.12,4.12,1.88,2.62,2.88,3.0,2.75,2.5,1.88,3.0,4.12,3.0
49-3043,Rail Car Repairers,2.75,3.0,2.75,2.88,3.25,3.75,2.75,2.62,2.5,2.88,2.62,1.75,1.88,2.5,2.12,2.88,2.12,3.12,1.75,3.25,2.25,1.0,3.25,2.88,4.0,1.75,2.38,2.75,3.0,2.62,2.62,1.88,2.88,4.0,2.88
49-3051,Motorboat Mechanics and Service Technicians,2.38,3.12,3.12,2.5,3.38,3.88,3.12,1.62,1.88,3.12,2.0,1.75,2.0,1.88,2.25,2.88,1.88,3.62,1.5,3.5,2.0,1.62,3.12,2.75,4.0,2.0,2.62,2.62,3.0,2.25,2.25,1.88,2.75,3.75,2.5
49-3052,Motorcycle Mechanics,3.12,3.12,3.12,3.0,3.12,3.5,3.0,2.0,2.62,3.12,2.62,1.38,1.88,2.12,2.25,3.12,2.12,3.12,2.0,3.12,2.5,1.25,3.12,3.0,3.88,1.88,2.88,2.75,3.12,2.38,2.25,1.88,3.12,3.88,2.75
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,2.75,3.12,3.0,2.75,3.25,3.88,3.25,1.75,2.12,2.88,2.5,1.75,2.0,1.88,2.0,2.88,2.0,3.25,1.5,3.38,2.12,1.38,3.12,2.88,3.88,1.75,2.38,2.75,2.88,2.25,2.38,1.75,2.75,3.75,2.62
49-3091,Bicycle Repairers,2.88,3.62,3.0,2.88,3.62,3.38,3.38,2.5,2.75,2.88,2.75,1.88,2.0,2.5,2.12,2.88,2.88,2.62,1.62,2.75,2.88,1.12,3.25,3.0,3.88,1.25,3.38,3.25,3.38,2.5,2.38,1.88,2.75,3.62,2.88
49-3092,Recreational Vehicle Service Technicians,3.0,3.0,3.12,2.88,3.0,3.12,3.0,1.88,2.5,3.0,2.0,1.75,1.88,1.88,2.0,2.88,2.5,3.12,1.62,3.12,2.5,1.5,3.12,3.0,4.0,1.62,3.0,2.75,3.0,2.88,2.88,1.62,2.88,3.62,2.62
49-3093,Tire Repairers and Changers,2.25,3.0,2.75,2.75,3.0,2.38,2.12,2.0,2.25,2.62,2.12,1.75,2.12,2.38,2.0,2.88,2.25,2.75,1.0,2.88,2.25,1.0,2.88,2.5,2.88,1.0,3.0,2.75,3.0,2.0,2.0,1.38,3.0,2.88,2.25
49-9011,Mechanical Door Repairers,3.0,3.12,3.0,3.0,3.5,2.75,2.75,3.12,3.0,2.88,2.62,1.88,1.88,2.88,2.5,3.0,2.62,2.75,1.88,3.0,2.88,1.0,3.25,3.12,3.0,1.0,3.0,3.0,3.12,2.12,2.25,2.0,2.88,2.88,2.75
49-9012,Control and Valve Installers and Repairers — Except Mechanical Door,2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.38,2.25,3.12,2.5,1.88,1.75,2.0,2.12,3.12,2.12,3.0,1.62,3.12,2.0,1.62,3.12,3.0,3.25,1.75,2.5,2.88,3.12,2.25,2.12,1.88,2.75,3.12,3.0
49-9021,Heating — Air Conditioning — and Refrigeration Mechanics and Installers,3.12,3.25,3.25,3.0,3.5,3.12,3.0,3.38,2.88,3.12,2.75,1.75,2.25,2.88,2.5,3.12,2.38,3.0,1.62,3.62,2.75,1.62,3.25,3.38,3.38,1.75,2.88,3.0,3.12,3.0,3.0,1.75,2.88,3.5,2.88
49-9031,Home Appliance Repairers,2.88,3.38,3.12,2.75,3.75,3.62,3.0,3.0,2.25,3.0,2.12,2.0,2.12,2.5,2.12,2.88,2.25,2.88,1.88,3.5,2.75,1.62,3.5,3.12,3.88,1.75,3.0,2.75,3.5,2.62,2.25,1.88,3.0,3.62,2.75
49-9041,Industrial Machinery Mechanics,3.12,3.12,3.12,3.0,3.62,4.0,3.12,2.62,2.62,3.12,2.62,1.62,1.75,2.62,2.38,3.12,1.88,4.0,1.88,4.0,2.12,1.75,3.75,2.88,4.0,1.75,2.25,2.75,3.0,2.88,2.88,2.0,3.0,4.0,2.75
49-9043,Maintenance Workers — Machinery,2.75,3.0,2.88,3.0,3.0,3.75,2.75,2.88,2.25,3.0,2.12,1.75,1.88,2.12,2.0,2.75,2.12,3.62,1.88,3.75,2.12,1.75,3.12,3.0,3.75,1.75,2.12,2.62,2.88,2.12,2.0,1.88,3.0,3.75,2.38
49-9044,Millwrights,2.75,3.12,3.12,3.0,3.62,3.75,2.88,3.75,2.88,3.12,2.88,2.0,2.0,2.62,2.62,3.12,2.88,3.38,1.88,3.62,2.88,1.75,3.25,3.0,3.62,1.75,3.0,3.0,3.0,2.75,2.62,1.88,3.25,3.75,2.75
49-9045,Refractory Materials Repairers — Except Brickmasons,2.38,3.0,2.62,2.88,2.88,3.0,2.62,1.38,2.5,2.75,2.25,1.5,1.62,2.25,2.0,2.75,2.0,3.0,2.0,3.25,2.0,1.0,2.62,2.88,3.12,1.0,2.38,2.75,2.75,1.88,1.75,1.62,2.88,2.88,2.5
49-9051,Electrical Power-Line Installers and Repairers,3.0,3.38,3.12,3.12,3.12,3.0,2.62,3.0,2.5,3.12,2.75,1.5,1.62,2.88,2.0,3.25,2.0,3.25,1.88,3.25,2.62,1.25,3.12,3.0,3.12,1.75,2.62,2.75,2.88,3.12,2.88,1.88,3.0,3.38,2.5
49-9052,Telecommunications Line Installers and Repairers,2.75,3.0,3.12,3.0,3.12,3.0,2.25,2.38,2.12,3.0,2.25,1.75,1.75,2.0,2.0,3.0,2.12,3.0,1.88,3.12,2.25,1.62,2.88,2.88,2.88,1.75,2.75,2.88,3.12,2.38,2.25,1.88,2.88,3.0,2.62
49-9061,Camera and Photographic Equipment Repairers,3.0,3.12,3.12,2.25,3.5,3.38,3.0,1.88,1.62,3.12,2.62,2.0,2.25,2.0,2.38,2.88,2.0,2.12,1.88,3.0,2.12,1.75,3.38,3.12,3.75,2.12,2.38,2.75,3.0,2.12,2.12,2.12,3.12,3.88,2.62
49-9062,Medical Equipment Repairers,3.0,3.0,3.0,2.75,3.12,4.0,3.0,2.5,2.62,3.0,2.62,2.0,2.0,2.25,2.88,2.88,2.12,2.88,2.0,3.5,2.5,2.0,3.38,3.12,4.25,2.12,2.75,2.88,2.88,3.0,2.5,2.12,3.0,3.88,2.75
49-9063,Musical Instrument Repairers and Tuners,2.75,3.0,3.12,2.38,3.62,3.0,3.0,1.5,2.38,3.12,2.38,2.0,2.25,1.88,2.0,2.88,2.12,2.88,1.88,2.88,2.38,1.25,3.88,3.0,3.75,1.62,3.12,2.88,3.0,2.75,2.88,1.88,3.0,3.75,2.75
49-9064,Watch and Clock Repairers,2.25,3.0,2.88,2.25,3.12,3.0,2.62,1.5,2.0,3.0,2.0,2.12,2.25,2.0,2.0,2.62,2.25,2.75,2.0,3.12,2.12,1.0,3.0,2.88,3.88,1.75,2.75,2.75,3.0,2.0,2.12,1.88,2.38,3.0,2.25
49-9071,Maintenance and Repair Workers — General,3.12,3.0,3.12,3.0,3.25,3.88,3.0,3.0,2.38,3.0,2.25,2.12,2.25,2.38,2.38,3.12,2.38,3.12,2.12,3.12,2.25,1.38,3.12,3.0,3.88,1.88,2.38,2.75,3.0,2.5,2.25,2.12,3.0,3.75,2.88
49-9081,Wind Turbine Service Technicians,3.12,3.12,3.25,3.0,3.5,4.0,3.0,1.88,3.0,3.12,3.0,1.62,2.25,2.62,2.12,3.25,2.12,3.12,1.62,4.0,2.0,1.62,3.25,3.25,4.0,2.0,2.25,2.75,3.12,3.12,3.12,1.75,3.0,4.0,2.88
49-9091,Coin — Vending — and Amusement Machine Servicers and Repairers,2.62,2.88,2.88,2.62,2.88,3.38,2.5,2.12,1.88,2.88,1.88,1.88,2.0,2.0,2.0,2.88,1.88,3.0,1.5,3.0,2.0,1.38,3.0,2.88,3.5,1.62,2.88,2.62,2.88,2.88,2.75,1.0,2.88,3.25,2.62
49-9092,Commercial Divers,3.0,3.75,3.25,3.25,3.88,3.25,3.0,2.5,3.12,3.25,2.88,1.62,2.0,2.75,2.12,3.12,3.0,3.38,1.88,3.75,2.88,1.0,3.5,3.25,3.25,2.5,2.75,3.0,3.62,2.88,2.62,1.75,3.38,3.25,3.0
49-9094,Locksmiths and Safe Repairers,2.62,3.12,3.0,2.5,3.38,2.88,2.88,3.0,2.38,2.88,2.38,2.0,2.12,2.38,2.62,2.62,2.12,3.0,1.25,2.88,2.25,1.62,3.12,3.0,3.5,1.0,3.12,2.75,3.12,2.5,2.12,1.75,3.25,3.0,2.75
49-9095,Manufactured Building and Mobile Home Installers,3.38,3.38,3.38,3.5,3.75,2.62,2.88,2.62,3.25,3.5,3.38,2.25,2.62,3.38,2.62,3.5,3.12,3.75,2.25,3.62,3.0,1.0,3.75,3.12,3.12,1.62,3.12,3.0,3.38,2.75,2.62,2.0,3.38,3.25,2.62
49-9096,Riggers,2.62,3.12,3.0,3.12,3.12,2.75,2.88,2.0,2.12,3.0,1.62,1.38,1.38,2.5,1.62,3.12,2.12,3.25,2.12,3.12,2.25,1.0,2.88,3.12,2.75,1.38,2.38,2.75,3.0,2.12,2.12,1.5,3.0,2.88,2.38
49-9097,Signal and Track Switch Repairers,2.88,3.0,3.38,2.75,3.75,4.0,3.62,2.88,2.62,3.0,2.62,1.62,1.75,2.0,2.5,2.88,2.25,3.12,1.12,3.75,2.12,2.0,3.88,2.88,4.0,1.75,2.12,2.75,2.88,2.38,2.38,1.5,3.0,4.12,2.88
49-9098,Helpers--Installation — Maintenance — and Repair Workers,2.62,3.12,2.62,3.0,3.12,3.12,2.75,2.38,2.12,2.88,2.5,1.25,1.5,1.88,2.0,3.12,1.88,3.12,1.62,3.12,1.88,1.38,3.0,2.62,3.12,1.12,2.38,2.62,3.0,2.12,2.12,1.62,2.75,3.12,2.12
49-9099,Geothermal Technicians,3.12,3.0,3.12,3.0,3.25,3.12,2.88,3.0,2.62,3.12,2.12,2.0,2.0,2.62,2.75,3.75,2.38,3.38,2.0,3.88,2.25,1.88,3.25,3.25,3.12,2.12,2.88,2.88,3.0,3.0,2.88,1.88,2.88,3.62,3.0
51-1011,First-Line Supervisors of Production and Operating Workers,3.12,3.88,3.12,3.75,3.75,2.12,2.25,1.12,3.0,3.62,3.12,2.25,2.12,3.88,2.38,3.75,3.0,2.75,2.88,3.12,3.0,1.25,3.0,3.5,2.25,1.5,3.0,3.75,3.88,3.12,3.0,2.0,3.88,2.25,3.12
51-2011,Aircraft Structure — Surfaces — Rigging — and Systems Assemblers,2.88,3.12,3.0,2.88,3.12,3.0,2.88,2.88,2.88,3.0,2.62,2.0,2.12,2.25,2.5,3.12,2.25,2.88,1.88,2.88,2.25,1.5,3.38,3.0,2.88,1.75,2.38,2.75,3.0,2.88,2.88,2.0,3.0,2.88,2.75
51-2021,Coil Winders — Tapers — and Finishers,2.25,3.0,2.38,2.88,2.88,1.62,1.62,1.12,2.0,2.75,2.0,1.5,1.5,1.88,1.75,3.12,1.75,3.0,1.5,3.12,1.88,1.0,2.12,2.88,1.38,1.0,1.88,2.62,2.88,2.0,1.88,1.75,2.38,2.0,2.12
51-2022,Electrical and Electronic Equipment Assemblers,2.62,3.0,2.62,3.0,3.0,2.25,2.25,2.12,2.5,3.12,2.12,1.5,1.75,2.25,2.12,3.12,2.12,2.88,1.62,3.12,2.12,1.25,2.88,3.25,2.25,1.88,2.25,2.62,2.88,2.38,2.25,1.75,2.88,2.5,2.88
51-2023,Electromechanical Equipment Assemblers,2.38,2.88,2.5,2.38,3.0,2.75,2.38,1.62,1.88,2.88,1.88,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.75,3.25,1.88,1.5,3.25,3.0,2.75,2.0,2.0,2.5,3.0,2.12,2.12,1.88,2.88,3.0,2.5
51-2031,Engine and Other Machine Assemblers,2.38,3.0,2.88,2.75,3.0,2.88,2.5,2.0,2.12,2.62,2.0,1.62,2.0,2.12,2.0,3.0,2.12,2.88,1.75,3.38,2.25,1.75,3.12,3.12,2.88,1.88,2.25,2.88,3.0,2.38,2.12,1.88,2.88,2.88,2.25
51-2041,Structural Metal Fabricators and Fitters,2.25,3.0,2.12,2.38,3.0,2.0,2.12,1.12,2.25,2.38,1.75,1.38,1.38,2.12,2.12,2.88,2.0,2.38,1.88,2.88,2.12,1.0,2.25,3.0,1.88,1.75,2.12,2.62,3.0,1.62,1.62,1.62,2.62,2.12,2.25
51-2051,Fiberglass Laminators and Fabricators,2.88,3.0,3.0,2.88,2.88,1.88,2.12,1.0,2.88,2.88,2.62,1.88,2.0,2.38,2.38,3.12,2.38,2.88,1.12,3.12,2.38,1.0,2.88,3.0,1.62,1.75,2.38,2.75,3.0,2.25,2.12,1.88,2.88,2.38,2.88
51-2061,Timing Device Assemblers and Adjusters,2.12,2.88,2.75,2.25,2.88,2.75,2.62,1.62,2.12,2.75,2.12,1.5,1.5,2.0,2.0,2.88,1.62,2.75,1.62,3.0,2.0,1.38,3.25,2.75,3.38,2.0,2.62,2.75,2.75,2.12,2.0,1.62,2.75,3.25,2.5
51-2092,Team Assemblers,2.25,3.12,2.88,3.0,3.0,2.25,2.0,1.0,3.0,2.75,2.38,1.88,2.0,2.75,2.0,3.12,2.25,2.75,1.38,3.0,2.38,1.62,3.12,3.0,2.0,1.0,2.25,3.0,3.0,2.25,2.12,1.5,3.0,2.12,2.75
51-3011,Bakers,3.0,3.0,2.25,3.0,3.0,1.5,1.5,1.0,2.0,3.0,2.25,1.75,2.0,2.0,2.25,3.25,2.12,2.25,2.0,2.88,2.0,1.0,2.88,2.88,1.12,1.75,2.5,2.75,3.0,2.0,2.0,1.75,3.0,2.12,2.25
51-3021,Butchers and Meat Cutters,2.5,3.12,2.88,2.88,3.0,1.62,1.5,1.0,2.62,2.88,2.25,2.12,2.25,2.62,2.38,3.0,2.75,2.38,1.75,2.5,2.75,1.12,2.62,3.0,1.62,1.25,3.0,3.0,3.0,2.38,2.38,1.38,3.0,2.0,2.25
51-3022,Meat — Poultry — and Fish Cutters and Trimmers,2.38,3.12,2.38,2.88,3.0,1.75,2.0,1.0,2.62,3.0,2.25,1.75,1.88,2.62,2.25,3.0,2.25,2.25,1.12,2.5,2.25,1.0,2.12,2.38,1.75,1.0,2.75,2.88,3.0,1.62,1.62,1.25,2.88,2.25,2.12
51-3023,Slaughterers and Meat Packers,2.0,2.62,1.88,2.0,2.38,1.38,1.38,1.0,1.88,2.0,2.0,1.5,1.62,1.88,1.75,2.25,1.75,2.12,1.12,2.25,1.88,1.0,2.12,1.88,1.38,1.0,2.0,2.38,2.75,1.88,1.88,1.0,2.0,2.12,1.75
51-3091,Food and Tobacco Roasting — Baking — and Drying Machine Operators and Tenders,2.5,3.12,3.0,3.0,3.12,2.12,2.12,1.62,2.62,3.0,2.5,1.25,1.38,2.12,1.5,3.5,2.25,3.12,1.88,3.62,2.5,1.25,3.12,3.12,2.12,1.75,2.62,3.0,3.0,2.25,2.0,1.5,2.88,2.25,2.88
51-3092,Food Batchmakers,2.75,3.0,2.88,3.0,3.12,1.62,1.62,1.0,2.12,2.88,2.12,1.25,1.5,2.12,2.75,2.88,2.0,3.0,1.88,3.25,2.0,1.12,2.75,3.12,1.5,2.0,2.12,2.75,3.0,2.0,2.0,1.5,2.75,2.12,2.88
51-3093,Food Cooking Machine Operators and Tenders,2.62,3.0,2.88,2.88,3.0,1.62,1.5,1.0,2.0,2.75,2.12,1.62,1.88,2.0,2.0,3.12,1.88,3.12,1.62,3.5,2.0,1.25,2.75,3.12,1.38,1.88,2.0,2.62,2.62,2.0,2.12,1.38,2.62,1.88,2.75
51-4021,Extruding and Drawing Machine Setters — Operators — and Tenders — Metal and Plastic,2.62,2.88,3.0,3.0,3.12,2.62,2.62,2.12,2.25,3.12,2.25,1.75,1.75,2.25,2.5,3.12,1.75,3.38,1.75,3.5,2.38,1.5,3.12,2.88,2.75,1.88,2.25,2.75,3.0,2.38,2.38,1.88,2.88,3.0,2.62
51-4022,Forging Machine Setters — Operators — and Tenders — Metal and Plastic,2.38,3.12,2.62,2.75,2.88,2.75,2.0,1.62,2.25,2.75,2.38,1.38,1.5,2.38,2.12,3.12,2.25,3.12,1.88,3.25,2.38,1.25,2.88,3.12,2.5,1.38,2.12,2.88,2.88,2.0,2.0,1.88,3.0,2.88,2.75
51-4023,Rolling Machine Setters — Operators — and Tenders — Metal and Plastic,3.0,3.12,3.0,3.0,3.12,3.0,2.62,2.38,2.75,3.0,2.88,1.75,1.88,2.75,2.38,3.5,2.0,4.0,1.75,4.0,1.88,1.62,3.62,3.0,3.0,1.38,2.38,2.88,3.25,2.75,2.75,1.75,3.0,3.0,2.62
51-4031,Cutting — Punching — and Press Machine Setters — Operators — and Tenders — Metal and Plastic,2.75,3.0,2.62,2.75,3.0,2.75,2.0,1.25,2.0,2.88,2.0,1.38,1.38,2.0,2.0,3.0,1.88,3.38,1.75,3.5,2.0,1.0,3.0,2.75,2.62,1.5,1.88,2.62,3.0,1.88,2.0,1.75,2.75,3.0,2.5
51-4032,Drilling and Boring Machine Tool Setters — Operators — and Tenders — Metal and Plastic,2.75,3.0,3.0,2.12,3.0,2.75,2.62,1.88,2.25,3.0,2.12,1.62,1.88,2.0,2.5,3.12,2.0,3.12,1.75,3.62,2.12,1.25,2.88,3.12,2.62,1.75,2.0,2.75,3.0,2.12,2.0,1.88,3.0,2.75,2.25
51-4033,Grinding — Lapping — Polishing — and Buffing Machine Tool Setters — Operators — and Tenders — Metal and Plastic,2.62,2.88,2.88,2.88,3.0,2.75,2.75,1.5,2.25,3.0,2.25,1.62,2.12,2.12,2.75,3.12,2.0,4.0,1.62,4.0,2.0,1.75,3.5,3.12,2.62,1.5,2.12,2.62,3.0,2.38,2.25,1.62,2.75,3.0,2.38
51-4034,Lathe and Turning Machine Tool Setters — Operators — and Tenders — Metal and Plastic,2.0,3.0,2.62,2.62,2.62,3.0,2.62,1.88,2.12,2.88,2.0,1.88,2.0,2.0,2.12,3.0,1.88,3.38,1.75,3.5,2.0,1.88,3.0,3.0,2.25,1.75,2.0,2.5,2.75,2.0,2.0,1.75,2.75,2.62,2.25
51-4035,Milling and Planing Machine Setters — Operators — and Tenders — Metal and Plastic,2.62,3.0,2.75,2.75,3.12,2.38,2.25,1.62,2.12,2.62,2.12,1.5,1.62,2.0,2.62,3.12,1.75,3.38,1.88,3.88,1.88,1.5,2.88,2.88,2.38,1.38,2.0,2.62,2.88,2.12,2.0,1.62,2.62,2.75,2.62
51-4041,Machinists,2.75,3.0,3.0,3.0,3.12,2.88,2.62,2.5,2.5,2.75,2.12,1.62,1.75,2.0,2.88,3.12,2.38,3.25,2.0,3.12,2.25,1.75,3.0,2.88,2.88,1.5,2.25,2.88,3.0,2.5,2.5,1.88,2.88,3.0,2.5
51-4051,Metal-Refining Furnace Operators and Tenders,2.88,3.0,3.0,2.75,3.0,2.88,2.75,1.0,2.62,2.75,2.25,1.75,2.0,2.62,2.5,3.62,2.12,3.75,1.75,3.88,2.25,1.0,3.0,3.0,2.75,2.0,2.12,2.88,3.0,2.38,2.62,1.25,2.88,2.88,2.75
51-4052,Pourers and Casters — Metal,2.25,3.0,2.5,2.88,3.0,2.75,2.0,1.0,2.0,3.0,2.25,1.75,2.12,2.0,2.0,3.0,2.0,3.12,1.75,3.12,2.0,1.25,2.88,2.75,2.12,1.88,2.0,2.5,2.75,2.0,1.88,1.38,2.88,2.5,2.0
51-4061,Model Makers — Metal and Plastic,2.5,2.75,2.75,2.5,3.25,2.75,3.0,1.12,1.88,3.0,2.0,1.62,1.88,1.88,2.62,3.12,1.75,3.62,2.38,3.5,1.88,2.0,3.25,2.88,2.88,1.62,1.5,2.25,2.62,2.25,2.12,2.0,3.0,3.0,2.38
51-4062,Patternmakers — Metal and Plastic,2.62,3.0,3.0,2.62,3.0,2.38,2.38,1.38,2.38,2.88,2.12,1.25,1.38,2.0,2.38,3.0,2.0,3.12,2.38,3.38,2.0,2.12,3.12,3.0,2.12,1.5,2.0,2.62,3.0,2.12,2.12,2.0,2.88,2.25,2.25
51-4071,Foundry Mold and Coremakers,2.38,2.88,2.62,2.25,2.88,2.0,2.0,1.0,2.12,2.62,2.0,1.75,1.75,2.0,2.0,3.0,2.0,2.62,1.62,3.0,2.0,1.0,2.38,2.25,2.0,1.25,2.0,2.25,2.62,2.0,1.88,1.38,2.88,2.12,2.0
51-4072,Molding — Coremaking — and Casting Machine Setters — Operators — and Tenders — Metal and Plastic,2.88,3.25,2.75,2.38,3.0,2.75,2.25,2.0,2.25,2.75,2.25,1.5,1.5,2.25,2.25,3.12,2.12,3.12,1.88,3.38,2.12,1.38,3.0,3.12,2.88,1.12,2.12,2.88,3.0,1.62,2.12,1.38,3.0,2.88,2.62
51-4081,Multiple Machine Tool Setters — Operators — and Tenders — Metal and Plastic,2.88,3.0,3.0,2.88,3.0,3.12,2.38,2.12,2.75,3.12,2.38,2.0,2.0,2.12,2.25,3.12,2.25,3.12,2.0,4.0,2.38,1.88,3.38,3.0,3.0,1.25,2.38,3.0,3.0,2.38,2.25,1.88,2.88,3.0,2.75
51-4111,Tool and Die Makers,3.0,3.0,3.0,2.88,3.12,3.0,3.12,1.62,2.12,3.12,2.12,1.38,1.62,1.88,2.75,3.12,1.88,3.25,2.88,3.25,1.88,1.62,3.25,2.88,2.88,1.75,1.75,2.5,2.88,2.75,2.38,2.75,3.12,3.0,2.25
51-4121,Welders — Cutters — Solderers — and Brazers,2.25,2.62,2.5,2.38,2.88,1.62,2.25,1.5,2.0,2.88,2.0,1.62,1.62,1.88,2.12,3.0,1.88,2.62,1.75,2.75,1.88,1.0,3.12,2.5,1.88,1.62,2.12,2.25,2.62,2.25,2.12,1.5,2.75,2.5,1.75
51-4122,Welding — Soldering — and Brazing Machine Setters — Operators — and Tenders,2.62,3.0,3.0,2.62,3.0,2.38,2.12,1.12,2.12,2.75,2.0,1.62,2.0,2.12,2.12,3.0,2.0,3.25,1.88,3.38,2.0,1.12,2.25,3.0,2.25,1.75,2.0,2.38,3.0,2.12,2.12,1.62,2.62,2.25,2.25
51-4191,Heat Treating Equipment Setters — Operators — and Tenders — Metal and Plastic,2.75,3.12,2.75,2.88,3.0,3.0,2.5,1.25,2.88,3.0,2.62,1.62,1.75,2.38,2.88,3.12,1.88,3.75,1.88,3.75,1.88,1.75,3.12,2.88,2.75,2.0,2.12,2.62,3.12,2.12,2.12,1.0,2.75,2.75,2.88
51-4192,Layout Workers — Metal and Plastic,2.75,2.88,3.0,2.88,3.0,2.0,2.75,1.62,2.38,3.0,2.12,1.5,1.5,1.88,3.12,3.0,1.88,2.88,2.25,3.0,2.12,1.12,3.0,3.0,2.0,1.25,2.0,2.75,2.88,2.12,2.12,1.62,2.75,2.12,2.5
51-4193,Plating Machine Setters — Operators — and Tenders — Metal and Plastic,2.12,3.12,2.62,3.0,3.0,2.38,2.12,1.12,2.25,2.88,2.25,1.5,1.88,2.12,2.0,3.12,2.38,3.12,1.88,3.25,2.38,1.0,3.0,3.12,2.25,2.0,2.25,2.62,3.0,2.0,2.0,1.38,3.0,2.38,2.75
51-4194,Tool Grinders — Filers — and Sharpeners,2.75,2.75,2.88,2.38,3.25,3.38,3.0,1.12,2.5,2.88,2.5,2.0,2.12,2.38,2.75,3.0,2.25,3.75,1.88,3.88,2.25,1.5,3.5,2.88,3.38,1.12,2.12,2.5,2.5,2.5,2.25,1.88,2.75,3.0,2.5
51-5111,Prepress Technicians and Workers,2.88,3.12,3.0,3.0,3.12,2.38,2.12,1.0,2.75,3.0,2.38,1.5,1.75,2.25,2.0,3.12,2.62,2.62,2.0,3.0,2.88,1.75,2.75,3.0,2.12,1.62,2.62,2.88,3.12,2.38,2.38,1.75,3.12,2.12,2.88
51-5112,Printing Press Operators,2.88,3.12,3.0,3.0,3.12,3.12,2.5,1.12,2.25,3.12,2.12,1.62,2.12,2.12,2.12,3.25,2.0,3.25,1.62,3.62,2.38,1.5,3.88,3.12,3.12,1.0,2.12,2.75,3.12,2.25,2.25,1.5,3.12,3.12,2.38
51-5113,Print Binding and Finishing Workers,2.5,2.88,3.0,2.88,3.25,2.88,2.5,1.88,2.88,3.12,2.5,1.62,1.62,2.5,2.12,3.12,2.12,2.88,1.25,3.38,2.12,1.62,3.0,3.12,2.88,1.12,2.62,2.62,3.0,2.5,2.38,1.62,2.88,2.62,2.75
51-6011,Laundry and Dry-Cleaning Workers,2.62,3.0,2.38,2.5,2.75,1.75,1.75,1.0,2.38,2.75,2.25,1.62,1.62,2.25,1.62,3.0,2.25,2.75,1.62,2.88,2.25,1.0,2.25,2.75,1.75,1.0,2.38,2.88,2.88,2.0,2.0,1.0,2.88,2.12,2.12
51-6021,Pressers — Textile — Garment — and Related Materials,2.12,2.0,2.25,2.0,2.5,2.25,2.0,1.25,1.25,2.12,1.75,1.5,1.5,1.5,1.62,2.38,1.75,3.0,1.5,2.5,1.75,1.0,2.12,2.0,1.75,1.0,1.88,2.0,2.12,1.62,1.88,1.5,2.5,2.25,1.75
